NLB004389_01	Rijke_God_hoe_is_mijn_boeltje_dus_wild
NLB076451_01	Zeg_ouders_hoort_wilt_hier_uit_leren
NLB076469_01	Daar_was_eens_een_boer_2
NLB076487_01	Er_was_laatst_eens_een_blauwe_huzaar
NLB076488_01	Mijn_vader_had_een_houwer
NLB076490_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB076492_01	Aan_de_oever_van_een_snelle_vliet_1
NLB076493_01	En_daar_was_een_boerenmeisje_2
NLB076495_01	Femmes_voulez_vous_eprouver
NLB076504_01	Het_vrijen_is_plezant_1
NLB076515_01	Daar_reed_een_boer_om_turf
NLB076515_02	Daar_reed_een_boer_om_turf
NLB076525_01	Moeder_ik_kom_u_een_woordje_vragen
NLB076530_02	En_ik_zou_er_eens_met_mijn_blesje_1
NLB076535_01	Daar_was_er_eens_een_grote_vrouw
NLB076560_01	Toen_ik_voor_het_eerst_bij_die_molen_kwam_2
NLB076577_01	Daar_was_er_eens_een_grote_vrouw
NLB076581_01	In_Frankrijk_buiten_de_poorten_2
NLB076583_01	Luister_oud_en_jong_van_jaren_2
NLB076624_01	Een_boerman_had_een_domme_zin_3
NLB076624_03	Een_boerman_had_een_domme_zin_3
NLB076625_01	Daar_ging_een_heer_1
NLB076627_01	O_Oldenburg_von_heute
NLB076632_01	Daar_ging_een_heer_1
NLB076656_01	Drie_schuintamboers
NLB076657_01	Moeke_er_staat_een_vrijer_aan_de_deur
NLB076688_01	Daar_was_eens_een_oud_soldaat
NLB076690_01	Drie_schuintamboers
NLB076693_01	Van_de_kale_boer
NLB076701_01	Een_koopman_in_manufacturen_2
NLB076708_01	Toen_ik_stond_op_hoge_bergen_1
NLB076708_02	Toen_ik_stond_op_hoge_bergen_1
NLB076715_01	Mijn_vader_zei_laatst_tegen_mij
NLB076716_01	Daar_waren_eens_twee_boerenzoons_1
NLB076716_02	Daar_waren_eens_twee_boerenzoons_1
NLB076717_01	Het_is_van_een_rijk_en_edel_man_zeer_3
NLB076735_01	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB076740_01	Een_Soudaan_had_een_dochtertje_1
NLB076848_01	Toen_ik_op_Neerlands_bergen_stond
NLB076853_01	Toen_ik_op_Neerlands_bergen_stond
NLB080186_01	Toen_ik_voor_het_eerst_bij_die_molen_kwam_1
NLB080191_01	Malbrough_se_en_va_t_en_guerre_1
NLB100239_01	Aan_de_oever_van_een_snelle_vliet_1
NLB100514_01	Ik_kwam_laatstmaal_over_de_Rijn
NLB100648_01	Tussen_Keulen_en_Parijs
NLB100670_01	Tussen_Keulen_en_Parijs
NLB100681_01	Tussen_Keulen_en_Parijs
NLB101953_01	Ach_mijn_lieve_Augustijn
NLB102541_01	Malbrough_se_en_va_t_en_guerre_1
NLB102799_01	Io_vivat
NLB105020_01	Jean_de_Nivelle_VAR
NLB106724_01	Op_een_vierkant_zoldertje
NLB107401_01	Malbrough_se_en_va_t_en_guerre_1
NLB107614_01	Jan_Hinnerik
NLB108027_01	Sinterklaas_die_goeie_heer_VAR
NLB108095_01	Daar_was_laatst_een_meisje_loos_5
NLB108567_01	Twee_emmertjes_water_halen
NLB108772_01	Er_waren_eens_drie_joden
NLB109066_01	Mijnheer_Van_Stralen
NLB109642_01	Epompee_poedenee
NLB110742_01	Wij_zijn_rijke_marionse_marionetten
NLB111089_01	Hoedje_van_papier
NLB111269_01	Vrije_zonen_dezer_stranden
NLB111458_01	Drie_schuintamboers
NLB111460_01	Ik_stond_op_hoge_bergen_1
NLB111465_01	Daar_was_laatst_een_meisje_loos_1
NLB111467_01	Daar_was_laatst_een_meisje_loos_7
NLB111469_01	Daar_was_laatst_een_meisje_loos_3
NLB111478_01	Femmes_voulez_vous_eprouver
NLB111484_01	Lieve_schipper_vaar_me_over_1
NLB111581_01	Ik_kom_uit_verre_landen_2
NLB111582_01	Op_een_vierkant_zoldertje
NLB111589_01	Contre_les_chagrins_de_la_vie
NLB111593_01	Mijn_Julia_is_mij_ontnomen
NLB111597_01	Amen_amen_wij_zijn_hier_tezamen
NLB111615_01	Daar_was_laatst_een_meisje_loos_1
NLB111617_01	Tussen_Keulen_en_Parijs
NLB111627_01	Tussen_Keulen_en_Parijs
NLB111633_01	Io_vivat
NLB111634_01	Suze_mien_lam
NLB111649_01	Mars_van_de_schutters
NLB111656_01	Daar_reed_een_jonkheer_1
NLB111657_01	Daar_reed_een_jonkheer_4
NLB111658_01	Daar_reed_een_jonkheer_5
NLB111666_01	Tussen_Keulen_en_Parijs
NLB111673_01	Tussen_Keulen_en_Parijs
NLB111675_01	Het_kuipertje
NLB111734_01	Daar_waren_twee_koningskinderen_4
NLB111735_01	Ohne_Lieb_und_ohne_Wein
NLB111738_01	Het_was_op_een_driekoningenavond_2
NLB111743_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB111747_01	Jadis_un_célèbre_empereur
NLB111748_01	Amen_amen_wij_zijn_hier_tezamen
NLB111752_01	Al_is_ons_prinsje_nog_zo_klein
NLB111755_01	Tussen_Keulen_en_Parijs
NLB111758_01	Tussen_Keulen_en_Parijs
NLB111759_01	Olie_olie_van_de_druiven_1
NLB111760_01	Zolang_de_boom_zal_bloeien_1
NLB111761_01	Jean_de_Nivelle
NLB111762_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB111763_01	Hoor_Kees_mijn_vrijer
NLB111769_01	Hier_heeft_mij_Rozemond
NLB111782_01	De_spinster
NLB111784_01	In_het_duister_der_bossen_VAR
NLB111801_01	De_smidsknecht
NLB111813_01	In_de_mei_zo_gaan_we_zoeken_2
NLB111827_01	Mars_van_de_schutters
NLB111985_01	Olie_olie_van_de_druiven_1
NLB111988_01	Henris_drinklied
NLB111992_01	Lief_uitverkoren_lief_triomfant_1
NLB111995_01	Mijnheer_Van_Stralen
NLB111997_01	Jan_Pierewiet
NLB111998_01	Ohne_Lieb_und_ohne_Wein
NLB112002_01	Slaapmuts
NLB112003_01	Lot_is_dood
NLB112007_01	Ahaha_Simon_Pijpekop
NLB112012_01	Zevensprong_2
NLB112020_01	Ik_ging_nog_hedenmorgen
NLB112022_01	In_des_hemels_hoge_zalen
NLB112023_01	O_zalig_heilig_Bethlehem
NLB112028_01	Daar_ging_een_patertje_langs_de_kant
NLB112029_01	Daar_was_laatst_een_meisje_loos_2
NLB112030_01	Tussen_Keulen_en_Parijs
NLB112034_01	Jan_Hinnerik
NLB112038_01	Als_ik_mijn_Phyllis_kussen_mag
NLB112039_01	Een_Soudaan_had_een_dochtertje_4
NLB112040_01	Onlangs_zijnde_vol_onrusten_2
NLB112042_01	Anna_zat_te_wachten
NLB112043_01	Hoor_Kees_mijn_vrijer
NLB112071_01	En_er_was_laatst_een_begijntje
NLB112079_01	Voorheen_ben_ik_student_geweest
NLB112108_01	Het_was_in_het_bloeien_van_mijn_jaren
NLB112112_01	Très_adorable_bergère
NLB112115_01	Er_was_een_herderinnetje_1
NLB112118_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB112123_01	Vaarwel_bruidje_schoon
NLB112127_01	Tussen_Keulen_en_Parijs
NLB112128_01	Het_zou_een_meisje_gaan_om_wijn
NLB112135_01	Het_vrouwtje_van_Stavoren_1
NLB112165_01	Les_Bouffons_2
NLB112197_01	Tedere_jonkheid_luister_naar_mijn_klacht
NLB112200_01	Wat_ligt_er_een_zeeman_in_het_verdriet
NLB112202_01	De_spinster
NLB112204_01	Naar_Oostland_wil_ik_varen_3
NLB112206_01	Maria_heeft_de_profetie_opengedaan_1
NLB112208_01	Que_il_est_bon_bon_bon_bon_bon
NLB112209_01	Hoe_zoet_is_het_daar_de_vriendschap_woont
NLB112210_01	Daar_reed_een_jonkheer_1
NLB112212_01	Hier_komt_onze_fiere_pinksterbloem_4
NLB112214_01	Een_boerman_had_een_domme_zin_3
NLB112217_01	Boerendochters_die_hier_in_het_rond_staat
NLB112218_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB112219_01	Toen_ik_stond_op_hoge_bergen_1
NLB112220_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB112221_01	Hier_ligt_mijn_Damon_in_het_graf
NLB112224_01	Van_de_handel
NLB112225_01	Waar_staat_jouw_vaders_huis_en_hof
NLB112226_01	Vrouw_Venus_vals
NLB112227_01	Ik_kwam_laatstmaal_over_de_Rijn
NLB112229_01	Daar_achter_in_die_velden
NLB112230_01	En_er_was_laatst_een_begijntje
NLB112231_01	Ik_heb_de_groene_straten_2
NLB112232_01	Daar_was_laatst_een_meisje_loos_1
NLB112233_01	Lieve_schipper_vaar_me_over_1
NLB112234_01	Als_de_zon_is_uit_de_kim_gerezen_1
NLB112235_01	Jean_de_Nivelle
NLB112235_03	Jean_de_Nivelle
NLB112236_01	Jean_de_Nivelle
NLB112236_03	Jean_de_Nivelle
NLB112240_01	De_spinster
NLB112244_01	Kaatje_kom_aan
NLB112246_01	Nu_wees_gegroet_Maria_zoet
NLB112247_01	Daar_ging_eens_een_jager_uit_jagen
NLB112248_01	Lang_zal_hij_leven
NLB112249_01	Daar_waren_twee_koningskinderen_4
NLB112250_01	Hoe_helder_de_zon
NLB112251_01	Ik_heb_een_baron_gevreeën
NLB112266_01	Daar_was_laatst_een_meisje_loos_1
NLB112270_01	Mars_van_Dessau
NLB112411_01	Daar_ging_een_patertje_langs_de_kant
NLB112415_01	Wat_is_een_weesje_op_deze_aarde_2
NLB112422_01	Ik_ben_een_meisje_fris_en_jong
NLB112426_01	Ik_zal_met_liefde_iets_gaan_zingen
NLB112430_01	Jan_kom_kietel_me
NLB112437_01	Tussen_Keulen_en_Parijs
NLB112439_01	Pierlala
NLB112452_01	Attendez_moi_sous_le_orme
NLB112474_01	Daar_was_eens_een_oud_soldaat
NLB112521_01	Daar_ging_eens_een_jager_uit_jagen_1
NLB112545_01	De_boer_had_maar_ene_schoen
NLB113110_01	Daar_achter_in_die_velden
NLB113113_01	Ik_heb_de_groene_straten_2
NLB113117_01	Een_boerman_had_een_domme_zin_3
NLB113128_01	Snitser_merke
NLB113134_01	Crambambuli
NLB113137_01	Daar_wou_er_een_visser_uit_vissen_gaan_2
NLB113145_01	Io_vivat
NLB113152_01	Als_de_zon_is_uit_de_kim_gerezen_2
NLB113156_01	Toen_ik_voor_het_eerst_bij_die_molen_kwam_1
NLB113162_01	Ma_commère_quand_je_danse
NLB113168_01	Daar_zou_er_een_maagdje_vroeg_opstaan_2
NLB113170_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB113172_01	Klein_zieltje_klein_zieltje
NLB113184_01	Klein_zieltje_klein_zieltje
NLB113185_01	Een_schip_dat_zonder_roer_moet_zweven
NLB113187_01	O_wereld_vol_van_overdaad
NLB113190_01	Al_in_die_stad_van_Wenen_1
NLB113191_01	Hoe_zoet_is_het_daar_de_vriendschap_woont
NLB113192_01	Achter_in_de_Ridderstraat
NLB113195_01	Als_ik_mijn_Phyllis_kussen_mag
NLB113230_01	Een_meisje_zedig_en_vol_van_deugd
NLB113232_01	Al_is_ons_prinsje_nog_zo_klein
NLB113234_01	Daar_kwam_een_meisje_van_Sinterniklaas_1
NLB113235_01	O_wereld_vol_van_overdaad
NLB113238_01	Een_schip_dat_zonder_roer_moet_zweven
NLB113239_01	Daar_was_laatst_een_meisje_loos_3
NLB113241_01	Van_de_handel
NLB113242_01	Hoe_zoet_is_het_in_de_lente_te_leven
NLB113244_01	Mijn_Julia_is_mij_ontnomen
NLB113246_01	Op_een_morgenstond_1
NLB113251_01	Contre_les_chagrins_de_la_vie
NLB113253_01	Een_koning_had_twee_dochtertjes_2
NLB113254_01	Naar_Oostland_wil_ik_varen_2
NLB113255_01	Schone_Katrijn_o_beeld_der_beelden
NLB113256_01	Delftenaartje
NLB113257_01	Vrienden_ik_weet_er_een_vrouwtje
NLB113258_01	Miert_Segilde
NLB113259_01	O_Holland_schoon_gij_leeft_in_vrede
NLB113290_01	Blauw_garen_en_koperdraad
NLB113292_01	Het_was_op_een_oudejaarsavond
NLB113296_01	Prins_Robberts_Mars
NLB113297_01	Ik_lig_somtijds_gehele_nachten
NLB113587_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB113589_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB113590_01	Femmes_voulez_vous_eprouver
NLB113594_01	O_God_ik_leef_in_nood
NLB113595_01	Malbrough_se_en_va_t_en_guerre_1
NLB113603_01	Olie_olie_van_de_druiven_2
NLB113604_01	Daar_reed_een_heer_met_zijn_schildknecht_santio
NLB113610_01	Drie_schuintamboers
NLB113614_01	Ah_vous_dirai_je_maman
NLB114129_01	Boerenschots_1
NLB114130_01	Boerenschots_2
NLB114131_01	Boerenschots_3
NLB114132_01	Boerenplof
NLB114133_01	Donder_in_het_hooi
NLB114134_01	Hakke-toone
NLB120816_01	Er_zou_eens_een_jager_uit_jagen_gaan_7
NLB122232_01	Aan_de_oever_van_een_snelle_vliet_2
NLB122586_01	Mijn_hart_altijd_heeft_verlangen
NLB122587_01	Gekwetst_ben_ik_van_binnen
NLB122588_01	Naar_Oostland_wil_ik_varen_2
NLB122593_01	Die_mij_te_drinken_gaf
NLB122595_01	Solaas_wil_ik_hanteren
NLB122597_01	De_lustelijke_mei_is_nu_in_de_tijd
NLB122602_01	Wilhelmus
NLB122603_01	Schoenlappertje_1
NLB122604_01	De_vogeltjes_in_de_muiten
NLB122605_01	Ik_kwam_aldaar_ik_weet_wel_waar_met_heimelijk_geschal
NLB122609_01	Est_ce_Mars
NLB122614_01	Maastricht_gij_schone_stad
NLB122617_01	Het_daagt_in_de_oosten_1
NLB122618_01	Credo
NLB122619_01	Corydon_zucht_nacht_en_dag
NLB122620_01	Escholdsmatt_im_Entlibuch
NLB122741_01	Verjubileer_u_gij_Venus__jongens
NLB122745_01	Daar_waren_twee_koningskinderen_2
NLB122746_01	Ik_stond_op_hoge_bergen_2
NLB122750_01	Het_waren_twee_gespelen_goed_2
NLB122753_01	Het_regende_zeer_en_ik_word_nat
NLB122756_01	Een_ridder_en_een_meisje_jong
NLB122762_01	Toen_Hanselijn_over_de_heide_reed
NLB122766_01	In_Oostenrijk_daar_staat_een_huis_1
NLB122769_01	De_dag_en_wil_niet_verborgen_zijn_het_is_schoon_dag_1
NLB122779_01	Het_zouden_drie_gespeeltjes_goed
NLB122788_01	Es_ritt_ein_Ritter_wohl_durch_das_Ried_1
NLB122817_01	Er_zat_een_vrouw_maged_op_haar_kasteel_2
NLB122840_01	Wilder_dan_wild_1
NLB122846_01	Aan_de_oever_van_een_snelle_vliet_1
NLB122847_01	Attendez_moi_sous_le_orme_VAR
NLB122849_01	Dragonder_te_paard
NLB122851_01	De_vogeltjes_in_de_muiten
NLB122857_01	Daar_was_een_sneeuwwit_vogeltje_1
NLB123051_01	De_spinster
NLB123060_01	Ik_vrijde_een_vrouwtje
NLB123073_01	Ik_drink_de_nieuwe_most
NLB123087_01	Het_is_goed_pais_goed_vrede_in_alle_des_heren_landen
NLB123092_01	Mijn_heer_van_Valkenstein_VAR
NLB123117_01	Een_boerman_had_een_domme_zin_2
NLB123126_01	Des_winters_als_het_regent_1
NLB123137_01	Wel_Anne_Marieke_waar_gaat_gij_naar_toe_1
NLB123140_01	Al_is_ons_prinsje_nog_zo_klein
NLB123148_01	Wie_wil_horen_een_historie
NLB123149_01	Ik_hoorde_laatst_in_deze_dagen
NLB123156_01	Zeg_kwezelke_wilde_gij_dansen
NLB123159_01	Te_Kieldrecht_te_Kieldrecht_1
NLB123163_01	Daar_ging_een_patertje_langs_de_kant
NLB123171_01	Het_is_Sint_Anna_die_komt_aan
NLB123182_01	Rosa_willen_wij_dansen
NLB123187_01	Als_de_grote_klokke_luidt
NLB123191_01	Pierlala
NLB123205_01	Van_de_vier_gasten
NLB123215_01	Jezus_en_Sint_Jannetje_die_speelden_met_een_lammetje_2
NLB123221_01	Och_lig_dij_nu_en_slaapt_2
NLB123231_01	De_martelares_Agniet
NLB123237_01	Mijn_lief_mijn_schoon_Bellotje
NLB123240_01	Het_viel_op_Sint_Petrus__nacht
NLB123273_01	Daar_was_een_sneeuwwit_vogeltje_1
NLB123275_01	Gezegend_zijn_mijn_liefs_bruine_ogen
NLB123277_01	Puur_staat_de_ziel_van_binnen
NLB123282_01	De_winter_is_een_onwaarde_gast
NLB123306_01	Waar_zij_dij_lief_waar_moog_dij_zijn
NLB123309_01	Och_lig_dij_nu_en_slaapt
NLB123311_01	Mijn_hart_altijd_heeft_verlangen
NLB123312_01	O_nacht_jaloerse_nacht
NLB123313_01	Windje_daar_het_bos_af_drilt
NLB123315_01	Etes_vous_du_parti_mon_ami
NLB123316_01	Fagot_1
NLB123322_01	Ceu_sate_viever_no_son
NLB123324_01	Een_Soudaan_had_een_dochtertje_5
NLB123326_01	Pronkje_van_de_maagden
NLB123328_01	Sylvia_godin
NLB123330_01	Gelijk_een_roos_in_het_groene_veld
NLB123331_01	Ik_heb_de_groene_straten_1
NLB123333_01	Credo
NLB123335_01	Je_vous_assure_que_mon_âme
NLB123338_01	De_mei_die_komt_ons_bij_zeer_blij
NLB123339_01	Daar_waren_twee_koningskinderen_2
NLB123340_01	Ik_stond_op_hoge_bergen_2
NLB123343_01	Wij_klommen_op_hoge_bergen
NLB123347_01	Des_nachts_toen_een_blauw_gesterd_kleed
NLB123349_01	Bravade_Londensteijn
NLB123351_01	Phoebus_is_lang_over_de_zee
NLB123356_01	Ach_Tjanne_zei_hij_Tjanne_1
NLB123404_01	Het_was_een_maagd_uitverkoren_2
NLB123409_01	Waar_is_de_dochter_van_Sion
NLB123415_01	Je_voudrais_bien_guérir
NLB123583_01	Maan_sterren_nachtplaneten
NLB123590_01	Vulcanusdans
NLB123598_01	In_Jezus_naam_broeders_eerzaam
NLB123613_01	Drie_schuintamboers
NLB123631_01	O_zalig_heilig_Bethlehem
NLB123649_01	Heer_Jezus_heeft_een_hofje
NLB123680_01	Ik_heb_de_groene_straten_1
NLB123683_01	Wil_ontspringen_1
NLB123684_01	Van_Peer_en_Lijn_2
NLB123686_01	Si_ce_est_pour_mon_pucelage
NLB123695_01	Gij_heidenen_al
NLB123697_01	De_eerste_vreugde_die_ik_gewon
NLB123704_01	Benedicamus_Domino_alleluja
NLB123708_01	Het_voer_een_knaapje_over_Rijn
NLB123715_01	De_nachtegaal_die_zong_een_lied
NLB123716_01	Rijke_God_wie_zal_ik_klagen
NLB123734_01	Cecilia
NLB123738_01	Jan_broeder_vrijt_een_meisje_zoet
NLB123739_01	Meiske_jong_mijn_maagdeke_teer
NLB123749_01	De_molenarin_3
NLB123753_01	Ik_heb_de_wereld_zeer_bemind
NLB123765_01	De_theevrouwtjes
NLB123766_01	Lanterlu
NLB123781_01	Al_hebben_de_prinsen_haar_wens
NLB123782_01	Wat_is_de_wereld_toch
NLB123786_01	Hebben_ze_dat_gedaan_doen_ze
NLB123789_01	A_a_a_valete_studia
NLB123791_01	En_als_ik_wil_gaan_huishouden_1
NLB123793_01	Het_is_vandaag_Sint_Annadag
NLB123794_01	Sint_Annadag_is_door
NLB123795_01	De_koekoek_in_de_mei
NLB124249_01	Ik_stond_op_hoge_bergen_1
NLB124571_01	Er_zou_een_maagd_om_bloemetjes_gaan
NLB124573_01	Een_Soudaan_had_een_dochtertje_1
NLB124577_01	Credo
NLB124577_02	Credo
NLB124590_01	Daar_waren_twee_koningskinderen_3
NLB124601_01	Ik_stond_op_hoge_bergen_4
NLB124603_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB124611_01	Ach_Tjanne_zei_hij_Tjanne_2
NLB124614_01	Van_de_korporaal
NLB124615_01	Daar_was_een_sneeuwwit_vogeltje_2
NLB124616_01	Daar_was_een_sneeuwwit_vogeltje_1
NLB124617_01	Aan_de_oever_van_een_snelle_vliet_2
NLB124644_01	Ik_heb_de_groene_straten_2
NLB124646_01	Onlangs_zijnde_vol_onrusten_1
NLB124651_01	Ik_kwam_laatstmaal_over_bergen_en_dalen_3
NLB124662_01	Daar_was_laatstmaal_een_ruiter_5
NLB124712_01	Daar_ging_een_patertje_langs_de_kant
NLB125019_01	Zullen_dan_mijn_droeve_klachten
NLB125022_01	De_Uithoorn
NLB125033_01	Suivons_le_amour
NLB125034_01	Foppenburger_boer
NLB125035_01	Mirliton
NLB125036_01	Mars_van_Smettau
NLB125037_01	Mars_van_Bouflers
NLB125038_01	Nobody_s_jig
NLB125040_01	Zoet_Katrijntje
NLB125041_01	De_dolle_Oost-Indië_vaarder
NLB125043_01	Marche_du_prince_de_Ligne
NLB125044_01	Menuet_Gruijtters_39
NLB125046_01	De_Friese_boer
NLB125047_01	Studentenmars
NLB125049_01	Daar_was_een_prins_die_had_een_papegaaitje
NLB125050_01	Trompet_menuet
NLB125051_01	Barlo_s_mars
NLB125052_01	Pourquoi_vous_plaignez_vous
NLB125053_01	Het_hanengekraai
NLB125055_01	Que_vous_trompettez
NLB125056_01	Wilhelmus
NLB125057_01	Alhier_auf_diesem_Platz
NLB125058_01	Trompet_menuet
NLB125059_01	Allemande_ik_prees_wel_eer
NLB125060_01	Boerendans_3
NLB125061_01	Harlequin_3
NLB125063_01	Mars_van_prins_Eugenius_1
NLB125064_01	Mars_van_de_koning_van_Pruisen
NLB125065_01	Hans_worst
NLB125067_01	Gaillarde_blom
NLB125137_01	De_overkijk
NLB125138_01	Jakelijn_2
NLB125139_01	La_marine
NLB125140_01	Schwärmermarsch
NLB125142_01	Mars_van_Diana
NLB125143_01	Mars_van_Olstijn
NLB125146_01	Mars_van_Markidijnse
NLB125147_01	Mars_baron_Speer
NLB125148_01	Veldmenuet_1
NLB125150_01	Passepied_de_Spanje
NLB125151_01	Duits_menuet_1
NLB125152_01	Duitse_dans
NLB125153_01	Menuet_à_quatre_1
NLB125154_01	De_dolleman
NLB125155_01	Oud_Haarlem
NLB125156_01	Nieuw_Haarlem
NLB125157_01	Pistolet
NLB125160_01	Het_fonteintje
NLB125161_01	De_slingerkoord
NLB125162_01	De_botermarkt
NLB125163_01	Oost-Indische_welkomst
NLB125164_01	De_Rode_Zee
NLB125165_01	De_lier_1
NLB125166_01	Trompen_Zwaartje
NLB125167_01	Al_wat_je_wilt_1
NLB125168_01	Amarantje_amoureus
NLB125169_01	Kapotje
NLB125363_01	Wie_Nederlands_bloed
NLB125375_01	Wij_leven_vrij_wij_leven_blij
NLB125378_01	Wilhelmus
NLB125380_01	De_Koning_leve
NLB125382_01	De_wereld_is_in_rep_en_roer_1
NLB125390_01	De_nieuwe_haring
NLB125392_01	Het_wordt_duister_mijn_Roosje
NLB125395_01	Daar_ging_een_patertje_langs_de_kant
NLB125397_01	Blijf_o_hoop_mijn_lot_verzoeten
NLB125400_01	Laatstmaal_toen_ik_in_het_meiseizoen
NLB125407_01	Karel_minde_Rosa_teder
NLB125410_01	De_lange_dag_is_weer_voorbij
NLB125418_01	Het_bloemenmeisje
NLB125419_01	De_wereld_is_in_rep_en_roer_1
NLB125421_01	Femmes_voulez_vous_eprouver
NLB125423_01	Wat_is_een_weesje_op_deze_aarde_1
NLB125427_01	Lieve_schipper_vaar_me_over_1
NLB125431_01	De_harpspeelster
NLB125432_01	Ach_mijn_zusje_is_gestorven
NLB125436_01	De_spinster
NLB125439_01	Aan_de_oever_van_een_snelle_vliet_1
NLB125440_01	Grietjes_verzuchting
NLB125442_01	Grietjes_verzuchting
NLB125444_01	Du_hast_Diamanten_und_Perlen
NLB125445_01	De_wereld_is_in_rep_en_roer_1
NLB125447_01	Of_ik_u_liefheb
NLB125450_01	Geen_liefde_is_de_eerste_min_gelijk
NLB125452_01	De_wereld_is_in_rep_en_roer_1
NLB125716_01	Elize_ik_zag_u_en_beminde
NLB125718_01	Du_du_liegst_mir_im_Herzen
NLB125719_01	Waarom_moet_een_meisje_blozen
NLB125721_01	Wie_Nederlands_bloed
NLB125723_01	Femmes_voulez_vous_eprouver
NLB125724_01	Schone_maan_zeg_ziet_gij
NLB125726_01	Ik_ben_een_meisje_fris_en_jong
NLB125727_01	Mijn_hart_ik_wil_u_vragen
NLB125729_01	Hebt_gij_mijn_lief
NLB125730_01	Zo_dierbaar_zijt_gij_mij
NLB125731_01	Ware_rijken
NLB125732_01	Lieve_gij_heerst_in_mijn_hart
NLB125733_01	Vergeet_mij_niet_bij_blijdschaps
NLB125734_01	Welkom_thuis
NLB125735_01	Pierlala
NLB125736_01	Goede_nacht
NLB125738_01	Daar_is_een_tijd
NLB125739_01	Het_aardige_knaapje
NLB125746_01	Moeders_jawoord
NLB125748_01	Marche_Prussienne
NLB125750_01	Schilder_ik_wou_mijzelf_graag_zien
NLB125751_01	De_mens_en_het_uurwerk
NLB125752_01	De_wereld_is_in_rep_en_roer_1
NLB125753_01	De_smidsknecht
NLB125754_01	Daar_was_een_tijd
NLB125755_01	Ah_vous_dirai_je_maman
NLB125756_01	De_zilvervloot
NLB125757_01	Noach_en_de_wijn
NLB125760_01	Noach_en_de_wijn
NLB125763_01	Pierlala
NLB125765_01	Kom_mijn_Bruintje_stap_wat_aan
NLB125768_01	De_brievenbesteller
NLB125770_01	Waar_kan_men_beter_zijn
NLB125771_01	Kom_tot_mij_mijn_liefste
NLB125773_01	Zure_druiven
NLB125775_01	De_uitverkorene
NLB125779_01	In_het_oog_ligt_vaak_het_hart
NLB125782_01	Te_Amsterdam_sprak_hij
NLB125783_01	Door_u_ga_ik_de_hemel_in
NLB126384_01	Oostindische_doofheid
NLB126386_01	Arme_Klaas
NLB126387_01	Lebe_wohl_vergiss_mein_nicht
NLB126390_01	Al_is_ons_prinsje_nog_zo_klein
NLB126391_01	Je_pense_à_toi_dans_les_jours_de_la_absence
NLB126392_01	Geen_afschaffer
NLB126393_01	Hollands_drinklied
NLB126394_01	Kom_broeders_nog_een_glaasje
NLB126395_01	Lieve_schipper_vaar_me_over_1
NLB126398_01	Vreugde_en_vriendschap
NLB126399_01	Arm_en_nederig_is_mijn_hutje
NLB126401_01	Henris_drinklied
NLB126404_01	Es_kann_ja_nicht_immer_so_bleiben
NLB126406_01	Het_bloemenmeisje
NLB126408_01	Wie_koopt_er_mijn_haantje
NLB126410_01	Tuinmans_Aafje
NLB126412_01	De_wintervorst_vierde_zijn_woede
NLB126414_01	Schep_vreugde_in_het_leven
NLB126416_01	Wie_is_gelukkig_wie
NLB126418_01	Ein_Mädchen_oder_Weibchen_nimmt_Papageno_sich
NLB126421_01	Adieu_mes_chères_pénitentes
NLB126448_01	Het_is_weer_avond_Julia
NLB126450_01	Te_vroeg
NLB126452_01	Weg_met_de_wijn
NLB126453_01	Es_ist_das_Heil_uns_kommen_her_1
NLB126454_01	Te_en_souviens_tu
NLB126460_01	Het_liefste_vaderland
NLB126461_01	Al_is_ons_prinsje_nog_zo_klein
NLB126470_01	Slaap_kindje_slaap_1
NLB126470_02	Slaap_kindje_slaap_1
NLB126476_01	Roe_roe_kindje
NLB126526_01	Wat_uw_oog_in_het_duister_treft
NLB126527_01	De_gelukkige_wagen
NLB126682_01	Schuitje_varen_over_de_zee_1
NLB126871_01	Onlangs_zijnde_vol_onrusten_1
NLB127009_01	God_save_the_king
NLB127010_01	Laatstmaal_toen_ik_in_het_meiseizoen
NLB127011_01	Toen_Noach_voor_het_eerst_erg_zat
NLB127012_01	O_schitterende_kleuren_van_Nederlands_vlag
NLB127013_01	Aan_de_afwezige
NLB127014_01	Het_leven_is_een_schouwtoneel
NLB127015_01	Schep_vreugde_in_het_leven
NLB127016_01	Ik_was_weleer_een_grote_dwaas
NLB127017_01	De_verliefde_molenaarster
NLB127018_01	Het_blauw_van_de_ogen_is_gevaarlijk
NLB127019_01	Guter_Mond_du_gehst_so_stille
NLB127020_01	De_vrijheid_was_mijn_grootste_genoegen
NLB127021_01	Klara_wat_heeft_er_uw_hartje_verlept
NLB127028_01	Ah_vous_dirai_je_maman
